,DTM1,HOSP_CAT,HOSP_SHORT,CAT,BT,WTBS,File_Name
264,2019-11-01 12:00:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_12.00
265,2019-11-01 12:30:00,TQEH_2,TQEH,2,5,1,Amb_Dashboard_2019.11.01_12.30
266,2019-11-01 13:00:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_13.00
267,2019-11-01 13:30:00,TQEH_2,TQEH,2,6,1,Amb_Dashboard_2019.11.01_13.30
268,2019-11-01 14:00:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_14.00
269,2019-11-01 14:30:00,TQEH_2,TQEH,2,6,0,Amb_Dashboard_2019.11.01_14.30
270,2019-11-01 15:00:00,TQEH_2,TQEH,2,5,0,Amb_Dashboard_2019.11.01_15.00
271,2019-11-01 15:30:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_15.30
272,2019-11-01 16:00:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_16.00
273,2019-11-01 16:30:00,TQEH_2,TQEH,2,3,1,Amb_Dashboard_2019.11.01_16.30
274,2019-11-01 17:00:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_17.00
275,2019-11-01 17:30:00,TQEH_2,TQEH,2,3,0,Amb_Dashboard_2019.11.01_17.30
276,2019-11-01 18:00:00,TQEH_2,TQEH,2,5,0,Amb_Dashboard_2019.11.01_18.00
277,2019-11-01 18:30:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_18.30
278,2019-11-01 19:00:00,TQEH_2,TQEH,2,5,0,Amb_Dashboard_2019.11.01_19.00
279,2019-11-01 19:30:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_19.30
280,2019-11-01 20:00:00,TQEH_2,TQEH,2,4,0,Amb_Dashboard_2019.11.01_20.00
281,2019-11-01 20:30:00,TQEH_-99,TQEH,-99,0,3,Amb_Dashboard_2019.11.01_20.30
282,2019-11-01 21:00:00,TQEH_2,TQEH,2,3,0,Amb_Dashboard_2019.11.01_21.00
283,2019-11-01 21:30:00,TQEH_2,TQEH,2,4,0,Amb_Dashboard_2019.11.01_21.30
284,2019-11-01 22:00:00,TQEH_2,TQEH,2,4,0,Amb_Dashboard_2019.11.01_22.00
285,2019-11-01 22:30:00,TQEH_-99,TQEH,-99,0,1,Amb_Dashboard_2019.11.01_22.30
286,2019-11-01 23:00:00,TQEH_2,TQEH,2,3,0,Amb_Dashboard_2019.11.01_23.00
287,2019-11-01 23:30:00,TQEH_2,TQEH,2,4,1,Amb_Dashboard_2019.11.01_23.30
288,2019-11-01 00:00:00,WCHP_1,WCHP,1,1,0,Amb_Dashboard_2019.11.01_00.00
289,2019-11-01 00:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_00.30
290,2019-11-01 01:00:00,WCHP_3,WCHP,3,11,0,Amb_Dashboard_2019.11.01_01.00
291,2019-11-01 01:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_01.30
292,2019-11-01 02:00:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_02.00
293,2019-11-01 02:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_02.30
294,2019-11-01 03:00:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_03.00
295,2019-11-01 03:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_03.30
296,2019-11-01 04:00:00,WCHP_3,WCHP,3,8,0,Amb_Dashboard_2019.11.01_04.00
297,2019-11-01 04:30:00,WCHP_3,WCHP,3,8,0,Amb_Dashboard_2019.11.01_04.30
298,2019-11-01 05:00:00,WCHP_3,WCHP,3,6,0,Amb_Dashboard_2019.11.01_05.00
299,2019-11-01 05:30:00,WCHP_3,WCHP,3,6,0,Amb_Dashboard_2019.11.01_05.30
300,2019-11-01 06:00:00,WCHP_3,WCHP,3,5,1,Amb_Dashboard_2019.11.01_06.00
301,2019-11-01 06:30:00,WCHP_3,WCHP,3,6,0,Amb_Dashboard_2019.11.01_06.30
302,2019-11-01 07:00:00,WCHP_3,WCHP,3,5,0,Amb_Dashboard_2019.11.01_07.00
303,2019-11-01 07:30:00,WCHP_3,WCHP,3,5,1,Amb_Dashboard_2019.11.01_07.30
304,2019-11-01 08:00:00,WCHP_3,WCHP,3,6,0,Amb_Dashboard_2019.11.01_08.00
305,2019-11-01 08:30:00,WCHP_3,WCHP,3,6,1,Amb_Dashboard_2019.11.01_08.30
306,2019-11-01 09:00:00,WCHP_3,WCHP,3,4,1,Amb_Dashboard_2019.11.01_09.00
307,2019-11-01 09:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_09.30
308,2019-11-01 10:00:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_10.00
309,2019-11-01 10:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_10.30
310,2019-11-01 11:00:00,WCHP_2,WCHP,2,2,0,Amb_Dashboard_2019.11.01_11.00
311,2019-11-01 11:30:00,WCHP_2,WCHP,2,2,0,Amb_Dashboard_2019.11.01_11.30
312,2019-11-01 12:00:00,WCHP_2,WCHP,2,4,1,Amb_Dashboard_2019.11.01_12.00
313,2019-11-01 12:30:00,WCHP_2,WCHP,2,4,0,Amb_Dashboard_2019.11.01_12.30
314,2019-11-01 13:00:00,WCHP_2,WCHP,2,4,1,Amb_Dashboard_2019.11.01_13.00
315,2019-11-01 13:30:00,WCHP_2,WCHP,2,5,0,Amb_Dashboard_2019.11.01_13.30
316,2019-11-01 14:00:00,WCHP_2,WCHP,2,4,1,Amb_Dashboard_2019.11.01_14.00
317,2019-11-01 14:30:00,WCHP_2,WCHP,2,4,1,Amb_Dashboard_2019.11.01_14.30
318,2019-11-01 15:00:00,WCHP_2,WCHP,2,8,1,Amb_Dashboard_2019.11.01_15.00
319,2019-11-01 15:30:00,WCHP_2,WCHP,2,10,0,Amb_Dashboard_2019.11.01_15.30
320,2019-11-01 16:00:00,WCHP_1,WCHP,1,1,0,Amb_Dashboard_2019.11.01_16.00
321,2019-11-01 16:30:00,WCHP_2,WCHP,2,12,0,Amb_Dashboard_2019.11.01_16.30
322,2019-11-01 17:00:00,WCHP_2,WCHP,2,10,0,Amb_Dashboard_2019.11.01_17.00
323,2019-11-01 17:30:00,WCHP_2,WCHP,2,10,0,Amb_Dashboard_2019.11.01_17.30
324,2019-11-01 18:00:00,WCHP_2,WCHP,2,9,0,Amb_Dashboard_2019.11.01_18.00
325,2019-11-01 18:30:00,WCHP_2,WCHP,2,8,1,Amb_Dashboard_2019.11.01_18.30
326,2019-11-01 19:00:00,WCHP_2,WCHP,2,6,0,Amb_Dashboard_2019.11.01_19.00
327,2019-11-01 19:30:00,WCHP_2,WCHP,2,4,0,Amb_Dashboard_2019.11.01_19.30
328,2019-11-01 20:00:00,WCHP_2,WCHP,2,4,1,Amb_Dashboard_2019.11.01_20.00
329,2019-11-01 20:30:00,WCHP_2,WCHP,2,4,2,Amb_Dashboard_2019.11.01_20.30
330,2019-11-01 21:00:00,WCHP_2,WCHP,2,3,1,Amb_Dashboard_2019.11.01_21.00
331,2019-11-01 21:30:00,WCHP_2,WCHP,2,1,1,Amb_Dashboard_2019.11.01_21.30
332,2019-11-01 22:00:00,WCHP_2,WCHP,2,2,0,Amb_Dashboard_2019.11.01_22.00
333,2019-11-01 22:30:00,WCHP_2,WCHP,2,1,0,Amb_Dashboard_2019.11.01_22.30
334,2019-11-01 23:00:00,WCHP_3,WCHP,3,13,0,Amb_Dashboard_2019.11.01_23.00
335,2019-11-01 23:30:00,WCHP_3,WCHP,3,8,1,Amb_Dashboard_2019.11.01_23.30
