,DTM1,HOSP_TYPE,HOSP_SHORT,WFB,OCC,BASE,File_Name
244,2019-11-01 16:30:00,METRO,MH,0.0,25.0,36.0,Amb_Dashboard_2019.11.01_16.45
245,2019-11-01 17:00:00,METRO,RAH,32.0,501.0,559.0,Amb_Dashboard_2019.11.01_17.25
246,2019-11-01 17:00:00,METRO,MH,0.0,25.0,36.0,Amb_Dashboard_2019.11.01_17.25
247,2019-11-01 17:00:00,METRO,WCHP,5.0,73.0,92.0,Amb_Dashboard_2019.11.01_17.25
248,2019-11-01 17:00:00,METRO,LMH,5.0,221.0,194.0,Amb_Dashboard_2019.11.01_17.25
249,2019-11-01 17:00:00,METRO,NHS,0.0,45.0,51.0,Amb_Dashboard_2019.11.01_17.25
250,2019-11-01 17:00:00,METRO,FMC,20.0,341.0,390.0,Amb_Dashboard_2019.11.01_17.25
251,2019-11-01 17:00:00,METRO,TQEH,6.0,208.0,278.0,Amb_Dashboard_2019.11.01_17.25
252,2019-11-01 17:30:00,METRO,NHS,0.0,44.0,51.0,Amb_Dashboard_2019.11.01_17.55
253,2019-11-01 17:30:00,METRO,RAH,31.0,501.0,559.0,Amb_Dashboard_2019.11.01_17.55
254,2019-11-01 17:30:00,METRO,FMC,18.0,347.0,390.0,Amb_Dashboard_2019.11.01_17.55
255,2019-11-01 17:30:00,METRO,TQEH,7.0,204.0,278.0,Amb_Dashboard_2019.11.01_17.55
256,2019-11-01 17:30:00,METRO,WCHP,6.0,62.0,92.0,Amb_Dashboard_2019.11.01_17.55
257,2019-11-01 17:30:00,METRO,MH,0.0,26.0,36.0,Amb_Dashboard_2019.11.01_17.55
258,2019-11-01 17:30:00,METRO,LMH,4.0,219.0,194.0,Amb_Dashboard_2019.11.01_17.55
259,2019-11-01 18:00:00,METRO,FMC,16.0,346.0,390.0,Amb_Dashboard_2019.11.01_18.25
260,2019-11-01 18:00:00,METRO,MH,0.0,25.0,36.0,Amb_Dashboard_2019.11.01_18.25
261,2019-11-01 18:00:00,METRO,TQEH,7.0,201.0,278.0,Amb_Dashboard_2019.11.01_18.25
262,2019-11-01 18:00:00,METRO,LMH,5.0,216.0,194.0,Amb_Dashboard_2019.11.01_18.25
263,2019-11-01 18:00:00,METRO,NHS,0.0,41.0,51.0,Amb_Dashboard_2019.11.01_18.25
264,2019-11-01 18:00:00,METRO,RAH,35.0,502.0,559.0,Amb_Dashboard_2019.11.01_18.25
265,2019-11-01 18:00:00,METRO,WCHP,7.0,61.0,92.0,Amb_Dashboard_2019.11.01_18.25
266,2019-11-01 18:30:00,METRO,WCHP,4.0,60.0,92.0,Amb_Dashboard_2019.11.01_19.00
267,2019-11-01 18:30:00,METRO,FMC,17.0,342.0,390.0,Amb_Dashboard_2019.11.01_19.00
268,2019-11-01 18:30:00,METRO,LMH,7.0,217.0,194.0,Amb_Dashboard_2019.11.01_19.00
269,2019-11-01 18:30:00,METRO,NHS,0.0,41.0,51.0,Amb_Dashboard_2019.11.01_19.00
270,2019-11-01 18:30:00,METRO,MH,0.0,25.0,36.0,Amb_Dashboard_2019.11.01_19.00
271,2019-11-01 18:30:00,METRO,RAH,35.0,501.0,559.0,Amb_Dashboard_2019.11.01_19.00
272,2019-11-01 18:30:00,METRO,TQEH,7.0,199.0,278.0,Amb_Dashboard_2019.11.01_19.00
273,2019-11-01 19:00:00,METRO,NHS,0.0,41.0,51.0,Amb_Dashboard_2019.11.01_19.25
274,2019-11-01 19:00:00,METRO,TQEH,8.0,198.0,278.0,Amb_Dashboard_2019.11.01_19.25
275,2019-11-01 19:00:00,METRO,LMH,6.0,220.0,194.0,Amb_Dashboard_2019.11.01_19.25
276,2019-11-01 19:00:00,METRO,RAH,33.0,504.0,559.0,Amb_Dashboard_2019.11.01_19.25
277,2019-11-01 19:00:00,METRO,MH,0.0,25.0,36.0,Amb_Dashboard_2019.11.01_19.25
278,2019-11-01 19:00:00,METRO,WCHP,8.0,60.0,92.0,Amb_Dashboard_2019.11.01_19.25
279,2019-11-01 19:00:00,METRO,FMC,19.0,343.0,390.0,Amb_Dashboard_2019.11.01_19.25
280,2019-11-01 19:30:00,METRO,LMH,7.0,220.0,194.0,Amb_Dashboard_2019.11.01_19.55
281,2019-11-01 19:30:00,METRO,NHS,0.0,41.0,51.0,Amb_Dashboard_2019.11.01_19.55
282,2019-11-01 19:30:00,METRO,FMC,21.0,341.0,390.0,Amb_Dashboard_2019.11.01_19.55
283,2019-11-01 19:30:00,METRO,MH,0.0,25.0,36.0,Amb_Dashboard_2019.11.01_19.55
284,2019-11-01 19:30:00,METRO,TQEH,10.0,196.0,278.0,Amb_Dashboard_2019.11.01_19.55
285,2019-11-01 19:30:00,METRO,WCHP,7.0,60.0,92.0,Amb_Dashboard_2019.11.01_19.55
286,2019-11-01 19:30:00,METRO,RAH,30.0,511.0,559.0,Amb_Dashboard_2019.11.01_19.55
287,2019-11-01 20:00:00,METRO,WCHP,8.0,60.0,92.0,Amb_Dashboard_2019.11.01_20.25
288,2019-11-01 20:00:00,METRO,NHS,0.0,41.0,51.0,Amb_Dashboard_2019.11.01_20.25
289,2019-11-01 20:00:00,METRO,LMH,10.0,220.0,194.0,Amb_Dashboard_2019.11.01_20.25
290,2019-11-01 20:00:00,METRO,TQEH,8.0,195.0,278.0,Amb_Dashboard_2019.11.01_20.25
291,2019-11-01 20:00:00,METRO,FMC,18.0,342.0,390.0,Amb_Dashboard_2019.11.01_20.25
292,2019-11-01 20:00:00,METRO,MH,0.0,26.0,36.0,Amb_Dashboard_2019.11.01_20.25
293,2019-11-01 20:00:00,METRO,RAH,30.0,508.0,559.0,Amb_Dashboard_2019.11.01_20.25
294,2019-11-01 20:30:00,METRO,NHS,0.0,40.0,51.0,Amb_Dashboard_2019.11.01_21.00
295,2019-11-01 20:30:00,METRO,LMH,8.0,222.0,194.0,Amb_Dashboard_2019.11.01_21.00
296,2019-11-01 20:30:00,METRO,TQEH,9.0,197.0,278.0,Amb_Dashboard_2019.11.01_21.00
297,2019-11-01 20:30:00,METRO,FMC,18.0,342.0,390.0,Amb_Dashboard_2019.11.01_21.00
298,2019-11-01 20:30:00,METRO,WCHP,8.0,60.0,92.0,Amb_Dashboard_2019.11.01_21.00
299,2019-11-01 20:30:00,METRO,MH,0.0,27.0,36.0,Amb_Dashboard_2019.11.01_21.00
300,2019-11-01 20:30:00,METRO,RAH,26.0,510.0,559.0,Amb_Dashboard_2019.11.01_21.00
301,2019-11-01 21:00:00,METRO,LMH,9.0,223.0,194.0,Amb_Dashboard_2019.11.01_21.25
302,2019-11-01 21:00:00,METRO,WCHP,4.0,60.0,92.0,Amb_Dashboard_2019.11.01_21.25
303,2019-11-01 21:00:00,METRO,NHS,0.0,40.0,51.0,Amb_Dashboard_2019.11.01_21.25
304,2019-11-01 21:00:00,METRO,MH,0.0,28.0,36.0,Amb_Dashboard_2019.11.01_21.25
305,2019-11-01 21:00:00,METRO,RAH,29.0,509.0,559.0,Amb_Dashboard_2019.11.01_21.25
306,2019-11-01 21:00:00,METRO,TQEH,9.0,197.0,278.0,Amb_Dashboard_2019.11.01_21.25
307,2019-11-01 21:00:00,METRO,FMC,18.0,344.0,390.0,Amb_Dashboard_2019.11.01_21.25
308,2019-11-01 21:30:00,METRO,LMH,7.0,223.0,194.0,Amb_Dashboard_2019.11.01_21.55
309,2019-11-01 21:30:00,METRO,NHS,0.0,39.0,51.0,Amb_Dashboard_2019.11.01_21.55
310,2019-11-01 21:30:00,METRO,TQEH,11.0,197.0,278.0,Amb_Dashboard_2019.11.01_21.55
311,2019-11-01 21:30:00,METRO,FMC,16.0,346.0,390.0,Amb_Dashboard_2019.11.01_21.55
312,2019-11-01 21:30:00,METRO,WCHP,3.0,60.0,92.0,Amb_Dashboard_2019.11.01_21.55
313,2019-11-01 21:30:00,METRO,MH,0.0,28.0,36.0,Amb_Dashboard_2019.11.01_21.55
314,2019-11-01 21:30:00,METRO,RAH,25.0,512.0,559.0,Amb_Dashboard_2019.11.01_21.55
315,2019-11-01 22:00:00,METRO,TQEH,12.0,197.0,278.0,Amb_Dashboard_2019.11.01_22.30
316,2019-11-01 22:00:00,METRO,WCHP,4.0,60.0,92.0,Amb_Dashboard_2019.11.01_22.30
317,2019-11-01 22:00:00,METRO,RAH,27.0,514.0,559.0,Amb_Dashboard_2019.11.01_22.30
318,2019-11-01 22:00:00,METRO,MH,0.0,28.0,36.0,Amb_Dashboard_2019.11.01_22.30
319,2019-11-01 22:00:00,METRO,FMC,16.0,345.0,390.0,Amb_Dashboard_2019.11.01_22.30
320,2019-11-01 22:00:00,METRO,LMH,8.0,224.0,194.0,Amb_Dashboard_2019.11.01_22.30
321,2019-11-01 22:00:00,METRO,NHS,0.0,39.0,51.0,Amb_Dashboard_2019.11.01_22.30
322,2019-11-01 22:30:00,METRO,RAH,26.0,515.0,559.0,Amb_Dashboard_2019.11.01_22.55
323,2019-11-01 22:30:00,METRO,MH,0.0,29.0,36.0,Amb_Dashboard_2019.11.01_22.55
324,2019-11-01 22:30:00,METRO,WCHP,6.0,60.0,92.0,Amb_Dashboard_2019.11.01_22.55
325,2019-11-01 22:30:00,METRO,TQEH,14.0,197.0,278.0,Amb_Dashboard_2019.11.01_22.55
326,2019-11-01 22:30:00,METRO,LMH,8.0,224.0,194.0,Amb_Dashboard_2019.11.01_22.55
327,2019-11-01 22:30:00,METRO,FMC,16.0,346.0,390.0,Amb_Dashboard_2019.11.01_22.55
328,2019-11-01 22:30:00,METRO,NHS,0.0,39.0,51.0,Amb_Dashboard_2019.11.01_22.55
329,2019-11-01 23:00:00,METRO,FMC,16.0,346.0,390.0,Amb_Dashboard_2019.11.01_23.25
330,2019-11-01 23:00:00,METRO,TQEH,13.0,198.0,278.0,Amb_Dashboard_2019.11.01_23.25
331,2019-11-01 23:00:00,METRO,WCHP,7.0,61.0,92.0,Amb_Dashboard_2019.11.01_23.25
332,2019-11-01 23:00:00,METRO,MH,0.0,29.0,36.0,Amb_Dashboard_2019.11.01_23.25
333,2019-11-01 23:00:00,METRO,NHS,0.0,40.0,51.0,Amb_Dashboard_2019.11.01_23.25
334,2019-11-01 23:00:00,METRO,RAH,24.0,519.0,559.0,Amb_Dashboard_2019.11.01_23.25
335,2019-11-01 23:00:00,METRO,LMH,7.0,225.0,194.0,Amb_Dashboard_2019.11.01_23.25
336,2019-11-01 23:30:00,METRO,WCHP,6.0,62.0,92.0,Amb_Dashboard_2019.11.01_23.55
337,2019-11-01 23:30:00,METRO,FMC,15.0,346.0,390.0,Amb_Dashboard_2019.11.01_23.55
338,2019-11-01 23:30:00,METRO,LMH,6.0,225.0,194.0,Amb_Dashboard_2019.11.01_23.55
339,2019-11-01 23:30:00,METRO,TQEH,10.0,201.0,278.0,Amb_Dashboard_2019.11.01_23.55
340,2019-11-01 23:30:00,METRO,MH,0.0,29.0,36.0,Amb_Dashboard_2019.11.01_23.55
341,2019-11-01 23:30:00,METRO,RAH,20.0,522.0,559.0,Amb_Dashboard_2019.11.01_23.55
342,2019-11-01 23:30:00,METRO,NHS,0.0,40.0,51.0,Amb_Dashboard_2019.11.01_23.55
