,DTM2,HOSP_SHORT,CAP,TOT,EA,WTBS,BT,RESUS,alert,CLR,ACT,Plus30Min,File_Name
1629,2019-11-01 16:05:00,TQEH,31,28,0,5,23,0,,9,74,7,Amb_Dashboard_2019.11.01_16.10
1630,2019-11-01 16:10:00,TQEH,31,28,1,5,23,0,,9,74,7,Amb_Dashboard_2019.11.01_16.15
1631,2019-11-01 16:15:00,TQEH,31,29,3,3,26,1,,8,73,6,Amb_Dashboard_2019.11.01_16.25
1632,2019-11-01 16:20:00,TQEH,31,29,3,3,26,1,,8,73,6,Amb_Dashboard_2019.11.01_16.25
1633,2019-11-01 16:25:00,TQEH,31,28,5,3,25,1,,8,73,6,Amb_Dashboard_2019.11.01_16.40
1634,2019-11-01 16:30:00,TQEH,31,28,5,3,25,1,,8,73,6,Amb_Dashboard_2019.11.01_16.40
1635,2019-11-01 16:35:00,TQEH,31,28,5,3,25,1,,8,73,6,Amb_Dashboard_2019.11.01_16.40
1636,2019-11-01 16:40:00,TQEH,31,29,5,3,26,1,,8,73,6,Amb_Dashboard_2019.11.01_16.45
1637,2019-11-01 16:45:00,TQEH,31,31,7,6,25,1,,7,72,6,Amb_Dashboard_2019.11.01_16.55
1638,2019-11-01 16:50:00,TQEH,31,31,7,6,25,1,,7,72,6,Amb_Dashboard_2019.11.01_16.55
1639,2019-11-01 16:55:00,TQEH,31,32,7,5,27,1,,7,72,7,Amb_Dashboard_2019.11.01_17.00
1640,2019-11-01 17:00:00,TQEH,31,32,5,6,26,1,,9,62,8,Amb_Dashboard_2019.11.01_17.10
1641,2019-11-01 17:05:00,TQEH,31,36,4,7,29,1,,8,66,8,Amb_Dashboard_2019.11.01_17.15
1642,2019-11-01 17:10:00,TQEH,31,36,4,7,29,1,,8,66,8,Amb_Dashboard_2019.11.01_17.15
1643,2019-11-01 17:15:00,TQEH,31,35,3,7,28,1,,10,57,8,Amb_Dashboard_2019.11.01_17.25
1644,2019-11-01 17:20:00,TQEH,31,34,2,5,29,1,,11,57,8,Amb_Dashboard_2019.11.01_17.30
1645,2019-11-01 17:25:00,TQEH,31,34,2,5,29,1,,11,57,8,Amb_Dashboard_2019.11.01_17.30
1646,2019-11-01 17:30:00,TQEH,31,35,1,5,30,1,,11,57,8,Amb_Dashboard_2019.11.01_17.35
1647,2019-11-01 17:35:00,TQEH,31,31,1,5,26,1,,10,43,6,Amb_Dashboard_2019.11.01_17.45
1648,2019-11-01 17:40:00,TQEH,31,31,1,5,26,1,,10,43,6,Amb_Dashboard_2019.11.01_17.45
1649,2019-11-01 17:45:00,TQEH,31,33,1,6,27,2,,10,43,7,Amb_Dashboard_2019.11.01_17.55
1650,2019-11-01 17:50:00,TQEH,31,33,1,6,27,2,,10,43,7,Amb_Dashboard_2019.11.01_17.55
1651,2019-11-01 17:55:00,TQEH,31,31,1,5,26,2,,11,41,6,Amb_Dashboard_2019.11.01_18.00
1652,2019-11-01 18:00:00,TQEH,31,32,1,4,28,2,,9,44,5,Amb_Dashboard_2019.11.01_18.10
1653,2019-11-01 18:05:00,TQEH,31,32,1,4,28,2,,9,44,5,Amb_Dashboard_2019.11.01_18.10
1654,2019-11-01 18:10:00,TQEH,31,34,2,6,28,2,,8,36,4,Amb_Dashboard_2019.11.01_18.15
1655,2019-11-01 18:15:00,TQEH,31,35,3,8,27,2,,8,36,4,Amb_Dashboard_2019.11.01_18.25
1656,2019-11-01 18:20:00,TQEH,31,35,3,8,27,2,,8,36,4,Amb_Dashboard_2019.11.01_18.25
1657,2019-11-01 18:25:00,TQEH,31,33,4,7,26,2,,9,34,4,Amb_Dashboard_2019.11.01_18.40
1658,2019-11-01 18:30:00,TQEH,31,33,4,7,26,2,,9,34,4,Amb_Dashboard_2019.11.01_18.40
1659,2019-11-01 18:35:00,TQEH,31,33,4,7,26,2,,9,34,4,Amb_Dashboard_2019.11.01_18.40
1660,2019-11-01 18:40:00,TQEH,31,33,4,8,25,2,,9,34,5,Amb_Dashboard_2019.11.01_18.45
1661,2019-11-01 18:45:00,TQEH,31,33,4,7,26,2,,9,34,5,Amb_Dashboard_2019.11.01_18.55
1662,2019-11-01 18:50:00,TQEH,31,34,4,6,28,2,,8,33,4,Amb_Dashboard_2019.11.01_19.00
1663,2019-11-01 18:55:00,TQEH,31,34,4,6,28,2,,8,33,4,Amb_Dashboard_2019.11.01_19.00
1664,2019-11-01 19:00:00,TQEH,31,35,2,6,29,2,,10,30,4,Amb_Dashboard_2019.11.01_19.10
1665,2019-11-01 19:05:00,TQEH,31,35,2,6,29,2,,10,30,4,Amb_Dashboard_2019.11.01_19.10
1666,2019-11-01 19:10:00,TQEH,31,37,1,7,30,2,,11,32,4,Amb_Dashboard_2019.11.01_19.15
1667,2019-11-01 19:15:00,TQEH,31,37,0,6,31,2,,11,32,5,Amb_Dashboard_2019.11.01_19.25
1668,2019-11-01 19:20:00,TQEH,31,37,0,6,31,2,,11,32,5,Amb_Dashboard_2019.11.01_19.25
1669,2019-11-01 19:25:00,TQEH,31,36,1,7,29,2,,12,32,5,Amb_Dashboard_2019.11.01_19.30
1670,2019-11-01 19:30:00,TQEH,31,35,1,7,28,2,,12,32,5,Amb_Dashboard_2019.11.01_19.40
1671,2019-11-01 19:35:00,TQEH,31,39,1,9,30,2,,12,32,5,Amb_Dashboard_2019.11.01_19.45
1672,2019-11-01 19:40:00,TQEH,31,39,1,9,30,2,,12,32,5,Amb_Dashboard_2019.11.01_19.45
1673,2019-11-01 19:45:00,TQEH,31,40,1,11,29,2,,12,32,5,Amb_Dashboard_2019.11.01_19.55
1674,2019-11-01 19:50:00,TQEH,31,39,2,11,28,2,,11,32,5,Amb_Dashboard_2019.11.01_20.00
1675,2019-11-01 19:55:00,TQEH,31,39,2,11,28,2,,11,32,5,Amb_Dashboard_2019.11.01_20.00
1676,2019-11-01 20:00:00,TQEH,31,38,2,12,26,2,,10,33,5,Amb_Dashboard_2019.11.01_20.10
1677,2019-11-01 20:05:00,TQEH,31,38,2,12,26,2,,10,33,5,Amb_Dashboard_2019.11.01_20.10
1678,2019-11-01 20:10:00,TQEH,31,37,2,11,26,2,,10,33,5,Amb_Dashboard_2019.11.01_20.15
1679,2019-11-01 20:15:00,TQEH,31,39,3,12,27,2,,7,34,4,Amb_Dashboard_2019.11.01_20.25
1680,2019-11-01 20:20:00,TQEH,31,39,3,12,27,2,,7,34,4,Amb_Dashboard_2019.11.01_20.25
1681,2019-11-01 20:25:00,TQEH,31,39,3,12,27,1,,6,28,3,Amb_Dashboard_2019.11.01_20.40
1682,2019-11-01 20:30:00,TQEH,31,39,3,12,27,1,,6,28,3,Amb_Dashboard_2019.11.01_20.40
1683,2019-11-01 20:35:00,TQEH,31,39,3,12,27,1,,6,28,3,Amb_Dashboard_2019.11.01_20.40
1684,2019-11-01 20:40:00,TQEH,31,38,2,13,25,1,,7,33,3,Amb_Dashboard_2019.11.01_20.45
1685,2019-11-01 20:45:00,TQEH,31,36,3,13,23,1,,6,34,5,Amb_Dashboard_2019.11.01_20.55
1686,2019-11-01 20:50:00,TQEH,31,36,3,13,23,1,,6,34,5,Amb_Dashboard_2019.11.01_20.55
1687,2019-11-01 20:55:00,TQEH,31,35,3,12,23,1,,6,34,5,Amb_Dashboard_2019.11.01_21.00
1688,2019-11-01 21:00:00,TQEH,31,34,3,11,23,1,,6,34,5,Amb_Dashboard_2019.11.01_21.10
1689,2019-11-01 21:05:00,TQEH,31,35,4,9,26,1,,6,34,5,Amb_Dashboard_2019.11.01_21.15
1690,2019-11-01 21:10:00,TQEH,31,35,4,9,26,1,,6,34,5,Amb_Dashboard_2019.11.01_21.15
1691,2019-11-01 21:15:00,TQEH,31,35,3,9,26,1,,7,37,5,Amb_Dashboard_2019.11.01_21.25
1692,2019-11-01 21:20:00,TQEH,31,34,4,8,26,1,,6,40,5,Amb_Dashboard_2019.11.01_21.30
1693,2019-11-01 21:25:00,TQEH,31,34,4,8,26,1,,6,40,5,Amb_Dashboard_2019.11.01_21.30
1694,2019-11-01 21:30:00,TQEH,31,33,3,9,24,1,,6,40,5,Amb_Dashboard_2019.11.01_21.35
1695,2019-11-01 21:35:00,TQEH,31,33,4,9,24,1,,7,44,6,Amb_Dashboard_2019.11.01_21.40
1696,2019-11-01 21:40:00,TQEH,31,31,4,9,22,1,,7,44,6,Amb_Dashboard_2019.11.01_21.45
1697,2019-11-01 21:45:00,TQEH,31,31,4,9,22,1,,7,44,7,Amb_Dashboard_2019.11.01_21.55
1698,2019-11-01 21:50:00,TQEH,31,31,4,9,22,1,,7,44,7,Amb_Dashboard_2019.11.01_21.55
1699,2019-11-01 21:55:00,TQEH,31,32,4,9,23,1,,5,55,7,Amb_Dashboard_2019.11.01_22.00
1700,2019-11-01 22:00:00,TQEH,31,31,4,6,25,1,,4,55,7,Amb_Dashboard_2019.11.01_22.10
1701,2019-11-01 22:05:00,TQEH,31,31,4,6,25,1,,4,55,7,Amb_Dashboard_2019.11.01_22.10
1702,2019-11-01 22:10:00,TQEH,31,32,5,4,28,1,,4,55,7,Amb_Dashboard_2019.11.01_22.15
1703,2019-11-01 22:15:00,TQEH,31,32,5,4,28,1,,4,55,8,Amb_Dashboard_2019.11.01_22.25
1704,2019-11-01 22:20:00,TQEH,31,32,5,4,28,1,,3,63,7,Amb_Dashboard_2019.11.01_22.30
1705,2019-11-01 22:25:00,TQEH,31,33,4,5,28,1,,5,55,7,Amb_Dashboard_2019.11.01_22.40
1706,2019-11-01 22:30:00,TQEH,31,33,4,5,28,1,,5,55,7,Amb_Dashboard_2019.11.01_22.40
1707,2019-11-01 22:35:00,TQEH,31,33,2,5,28,1,,6,58,7,Amb_Dashboard_2019.11.01_22.45
1708,2019-11-01 22:40:00,TQEH,31,33,2,5,28,1,,6,58,7,Amb_Dashboard_2019.11.01_22.45
1709,2019-11-01 22:45:00,TQEH,31,31,2,4,27,1,,6,58,7,Amb_Dashboard_2019.11.01_22.55
1710,2019-11-01 22:50:00,TQEH,31,31,2,4,27,1,,6,58,7,Amb_Dashboard_2019.11.01_22.55
1711,2019-11-01 22:55:00,TQEH,31,30,2,2,28,1,,6,58,8,Amb_Dashboard_2019.11.01_23.00
1712,2019-11-01 23:00:00,TQEH,31,29,2,1,28,1,,6,58,8,Amb_Dashboard_2019.11.01_23.10
1713,2019-11-01 23:05:00,TQEH,31,29,2,1,28,1,,6,58,8,Amb_Dashboard_2019.11.01_23.10
1714,2019-11-01 23:10:00,TQEH,31,28,1,1,27,1,,7,56,8,Amb_Dashboard_2019.11.01_23.15
1715,2019-11-01 23:15:00,TQEH,31,30,1,2,28,1,,7,56,8,Amb_Dashboard_2019.11.01_23.25
1716,2019-11-01 23:20:00,TQEH,31,30,1,2,28,1,,7,56,8,Amb_Dashboard_2019.11.01_23.25
1717,2019-11-01 23:25:00,TQEH,31,28,1,2,26,1,,7,56,8,Amb_Dashboard_2019.11.01_23.30
1718,2019-11-01 23:30:00,TQEH,31,27,1,1,26,0,,7,56,8,Amb_Dashboard_2019.11.01_23.35
1719,2019-11-01 23:35:00,TQEH,31,25,1,1,24,0,,6,54,7,Amb_Dashboard_2019.11.01_23.40
1720,2019-11-01 23:40:00,TQEH,31,23,1,0,23,0,,6,54,7,Amb_Dashboard_2019.11.01_23.45
1721,2019-11-01 23:45:00,TQEH,31,23,1,0,23,0,,6,54,8,Amb_Dashboard_2019.11.01_23.55
1722,2019-10-31 23:55:00,WCHP,26,37,0,11,26,0,,10,35,7,Amb_Dashboard_2019.11.01_00.00
1723,2019-11-01 00:00:00,WCHP,26,36,0,7,29,0,,9,35,6,Amb_Dashboard_2019.11.01_00.10
1724,2019-11-01 00:05:00,WCHP,26,34,0,6,28,0,,9,35,6,Amb_Dashboard_2019.11.01_00.15
1725,2019-11-01 00:10:00,WCHP,26,34,0,6,28,0,,9,35,6,Amb_Dashboard_2019.11.01_00.15
1726,2019-11-01 00:15:00,WCHP,26,33,0,6,27,0,,8,35,5,Amb_Dashboard_2019.11.01_00.25
1727,2019-11-01 00:20:00,WCHP,26,33,0,6,27,0,,8,35,5,Amb_Dashboard_2019.11.01_00.25
1728,2019-11-01 00:25:00,WCHP,26,32,0,6,26,0,,7,35,4,Amb_Dashboard_2019.11.01_00.30
1729,2019-11-01 00:30:00,WCHP,26,31,0,5,26,0,,7,35,4,Amb_Dashboard_2019.11.01_00.35
1730,2019-11-01 00:35:00,WCHP,26,31,1,5,26,0,,6,38,4,Amb_Dashboard_2019.11.01_00.40
1731,2019-11-01 00:40:00,WCHP,26,31,1,6,25,0,,6,38,4,Amb_Dashboard_2019.11.01_00.45
1732,2019-11-01 00:45:00,WCHP,26,27,2,5,22,0,,6,38,4,Amb_Dashboard_2019.11.01_00.55
1733,2019-11-01 00:50:00,WCHP,26,27,2,5,22,0,,6,38,4,Amb_Dashboard_2019.11.01_00.55
1734,2019-11-01 00:55:00,WCHP,26,28,3,6,22,0,,6,38,4,Amb_Dashboard_2019.11.01_01.00
1735,2019-11-01 01:00:00,WCHP,26,28,3,6,22,0,,6,38,5,Amb_Dashboard_2019.11.01_01.10
1736,2019-11-01 01:05:00,WCHP,26,28,3,6,22,0,,6,38,5,Amb_Dashboard_2019.11.01_01.10
1737,2019-11-01 01:10:00,WCHP,26,29,3,7,22,0,,6,38,5,Amb_Dashboard_2019.11.01_01.15
1738,2019-11-01 01:15:00,WCHP,26,27,2,6,21,0,,5,33,4,Amb_Dashboard_2019.11.01_01.25
1739,2019-11-01 01:20:00,WCHP,26,27,2,6,21,0,,5,33,4,Amb_Dashboard_2019.11.01_01.25
1740,2019-11-01 01:25:00,WCHP,26,27,2,6,21,0,,5,33,4,Amb_Dashboard_2019.11.01_01.30
1741,2019-11-01 01:30:00,WCHP,26,27,2,6,21,0,,4,30,2,Amb_Dashboard_2019.11.01_01.40
1742,2019-11-01 01:35:00,WCHP,26,27,0,6,21,0,,5,30,3,Amb_Dashboard_2019.11.01_01.45
1743,2019-11-01 01:40:00,WCHP,26,27,0,6,21,0,,5,30,3,Amb_Dashboard_2019.11.01_01.45
1744,2019-11-01 01:45:00,WCHP,26,27,0,6,21,0,,5,30,3,Amb_Dashboard_2019.11.01_01.55
1745,2019-11-01 01:50:00,WCHP,26,27,0,6,21,0,,5,30,3,Amb_Dashboard_2019.11.01_01.55
1746,2019-11-01 01:55:00,WCHP,26,27,0,6,21,0,,5,30,3,Amb_Dashboard_2019.11.01_02.00
1747,2019-11-01 02:00:00,WCHP,26,27,0,5,22,0,,5,30,3,Amb_Dashboard_2019.11.01_02.10
1748,2019-11-01 02:05:00,WCHP,26,27,0,5,22,0,,5,30,3,Amb_Dashboard_2019.11.01_02.15
1749,2019-11-01 02:10:00,WCHP,26,27,0,5,22,0,,5,30,3,Amb_Dashboard_2019.11.01_02.15
1750,2019-11-01 02:15:00,WCHP,26,24,1,5,19,0,,5,30,3,Amb_Dashboard_2019.11.01_02.25
1751,2019-11-01 02:20:00,WCHP,26,24,1,5,19,0,,5,30,3,Amb_Dashboard_2019.11.01_02.25
1752,2019-11-01 02:25:00,WCHP,26,22,1,5,17,0,,4,29,2,Amb_Dashboard_2019.11.01_02.40
1753,2019-11-01 02:30:00,WCHP,26,22,1,5,17,0,,4,29,2,Amb_Dashboard_2019.11.01_02.40
1754,2019-11-01 02:35:00,WCHP,26,22,1,5,17,0,,4,29,2,Amb_Dashboard_2019.11.01_02.40
1755,2019-11-01 02:40:00,WCHP,26,22,1,5,17,0,,4,29,2,Amb_Dashboard_2019.11.01_02.45
1756,2019-11-01 02:45:00,WCHP,26,22,1,5,17,0,,4,29,2,Amb_Dashboard_2019.11.01_02.55
1757,2019-11-01 02:50:00,WCHP,26,23,1,6,17,0,,3,34,2,Amb_Dashboard_2019.11.01_03.00
1758,2019-11-01 02:55:00,WCHP,26,23,1,6,17,0,,3,34,2,Amb_Dashboard_2019.11.01_03.00
1759,2019-11-01 03:00:00,WCHP,26,23,1,6,17,0,,3,34,2,Amb_Dashboard_2019.11.01_03.10
1760,2019-11-01 03:05:00,WCHP,26,23,1,6,17,0,,3,34,2,Amb_Dashboard_2019.11.01_03.10
1761,2019-11-01 03:10:00,WCHP,26,23,0,5,18,0,,4,30,2,Amb_Dashboard_2019.11.01_03.15
1762,2019-11-01 03:15:00,WCHP,26,21,0,5,16,0,,4,30,2,Amb_Dashboard_2019.11.01_03.25
1763,2019-11-01 03:20:00,WCHP,26,21,0,5,16,0,,4,30,2,Amb_Dashboard_2019.11.01_03.30
1764,2019-11-01 03:25:00,WCHP,26,21,0,5,16,0,,4,30,2,Amb_Dashboard_2019.11.01_03.30
1765,2019-11-01 03:30:00,WCHP,26,21,0,5,16,0,,4,30,2,Amb_Dashboard_2019.11.01_03.40
1766,2019-11-01 03:35:00,WCHP,26,19,0,4,15,0,,4,30,2,Amb_Dashboard_2019.11.01_03.45
1767,2019-11-01 03:40:00,WCHP,26,19,0,4,15,0,,4,30,2,Amb_Dashboard_2019.11.01_03.45
1768,2019-11-01 03:45:00,WCHP,26,18,0,3,15,0,,4,30,2,Amb_Dashboard_2019.11.01_03.55
1769,2019-11-01 03:50:00,WCHP,26,18,0,3,15,0,,4,30,2,Amb_Dashboard_2019.11.01_03.55
1770,2019-11-01 03:55:00,WCHP,26,19,0,3,16,0,,4,30,2,Amb_Dashboard_2019.11.01_04.00
1771,2019-11-01 04:00:00,WCHP,26,18,1,3,15,0,,4,30,2,Amb_Dashboard_2019.11.01_04.10
1772,2019-11-01 04:05:00,WCHP,26,18,1,3,15,0,,4,30,2,Amb_Dashboard_2019.11.01_04.10
1773,2019-11-01 04:10:00,WCHP,26,19,1,4,15,0,,5,24,2,Amb_Dashboard_2019.11.01_04.15
1774,2019-11-01 04:15:00,WCHP,26,18,1,4,14,0,,4,27,2,Amb_Dashboard_2019.11.01_04.25
1775,2019-11-01 04:20:00,WCHP,26,18,1,4,14,0,,4,27,2,Amb_Dashboard_2019.11.01_04.25
1776,2019-11-01 04:25:00,WCHP,26,18,1,4,14,0,,4,27,2,Amb_Dashboard_2019.11.01_04.35
1777,2019-11-01 04:30:00,WCHP,26,18,1,4,14,0,,4,27,2,Amb_Dashboard_2019.11.01_04.35
1778,2019-11-01 04:35:00,WCHP,26,17,1,4,13,0,,2,10,0,Amb_Dashboard_2019.11.01_04.40
1779,2019-11-01 04:40:00,WCHP,26,16,1,4,12,0,,2,10,0,Amb_Dashboard_2019.11.01_04.45
1780,2019-11-01 04:45:00,WCHP,26,16,1,5,11,0,,2,10,0,Amb_Dashboard_2019.11.01_04.55
1781,2019-11-01 04:50:00,WCHP,26,16,1,5,11,0,,2,10,0,Amb_Dashboard_2019.11.01_04.55
1782,2019-11-01 04:55:00,WCHP,26,15,0,3,12,0,,3,15,0,Amb_Dashboard_2019.11.01_05.10
1783,2019-11-01 05:00:00,WCHP,26,15,0,3,12,0,,3,15,0,Amb_Dashboard_2019.11.01_05.10
1784,2019-11-01 05:05:00,WCHP,26,14,0,3,11,0,,3,15,0,Amb_Dashboard_2019.11.01_05.25
1785,2019-11-01 05:10:00,WCHP,26,14,0,3,11,0,,3,15,0,Amb_Dashboard_2019.11.01_05.25
1786,2019-11-01 05:15:00,WCHP,26,14,0,3,11,0,,3,15,0,Amb_Dashboard_2019.11.01_05.25
1787,2019-11-01 05:20:00,WCHP,26,14,1,1,13,0,,3,15,0,Amb_Dashboard_2019.11.01_05.30
1788,2019-11-01 05:25:00,WCHP,26,14,1,1,13,0,,3,15,0,Amb_Dashboard_2019.11.01_05.30
1789,2019-11-01 05:30:00,WCHP,26,13,1,1,12,0,,3,15,0,Amb_Dashboard_2019.11.01_05.35
1790,2019-11-01 05:35:00,WCHP,26,10,1,1,9,0,,3,15,0,Amb_Dashboard_2019.11.01_05.45
1791,2019-11-01 05:40:00,WCHP,26,10,1,1,9,0,,3,15,0,Amb_Dashboard_2019.11.01_05.45
1792,2019-11-01 05:45:00,WCHP,26,11,1,1,10,0,,3,15,0,Amb_Dashboard_2019.11.01_05.55
1793,2019-11-01 05:50:00,WCHP,26,11,1,1,10,0,,3,15,0,Amb_Dashboard_2019.11.01_05.55
1794,2019-11-01 05:55:00,WCHP,26,11,1,1,10,0,,3,15,0,Amb_Dashboard_2019.11.01_06.00
1795,2019-11-01 06:00:00,WCHP,26,11,1,1,10,0,,3,15,0,Amb_Dashboard_2019.11.01_06.10
1796,2019-11-01 06:05:00,WCHP,26,10,0,0,10,0,,3,13,0,Amb_Dashboard_2019.11.01_06.15
1797,2019-11-01 06:10:00,WCHP,26,10,0,0,10,0,,3,13,0,Amb_Dashboard_2019.11.01_06.15
1798,2019-11-01 06:15:00,WCHP,26,10,0,0,10,0,,3,13,0,Amb_Dashboard_2019.11.01_06.25
1799,2019-11-01 06:20:00,WCHP,26,10,0,0,10,0,,3,13,0,Amb_Dashboard_2019.11.01_06.30
1800,2019-11-01 06:25:00,WCHP,26,10,0,0,10,0,,3,13,0,Amb_Dashboard_2019.11.01_06.40
1801,2019-11-01 06:30:00,WCHP,26,10,0,0,10,0,,3,13,0,Amb_Dashboard_2019.11.01_06.40
1802,2019-11-01 06:35:00,WCHP,26,8,1,0,8,0,,3,13,0,Amb_Dashboard_2019.11.01_06.45
1803,2019-11-01 06:40:00,WCHP,26,8,1,0,8,0,,3,13,0,Amb_Dashboard_2019.11.01_06.45
1804,2019-11-01 06:45:00,WCHP,26,8,1,0,8,0,,3,13,0,Amb_Dashboard_2019.11.01_06.55
1805,2019-11-01 06:50:00,WCHP,26,8,1,0,8,0,,3,13,0,Amb_Dashboard_2019.11.01_06.55
1806,2019-11-01 06:55:00,WCHP,26,8,1,0,8,0,,3,13,0,Amb_Dashboard_2019.11.01_07.00
1807,2019-11-01 07:00:00,WCHP,26,8,1,0,8,0,,2,20,0,Amb_Dashboard_2019.11.01_07.10
1808,2019-11-01 07:05:00,WCHP,26,9,1,1,8,0,,2,20,0,Amb_Dashboard_2019.11.01_07.25
1809,2019-11-01 07:10:00,WCHP,26,9,1,1,8,0,,2,20,0,Amb_Dashboard_2019.11.01_07.25
1810,2019-11-01 07:15:00,WCHP,26,9,1,1,8,0,,2,20,0,Amb_Dashboard_2019.11.01_07.25
1811,2019-11-01 07:20:00,WCHP,26,9,1,0,9,0,,2,20,0,Amb_Dashboard_2019.11.01_07.35
1812,2019-11-01 07:25:00,WCHP,26,9,1,0,9,0,,2,20,0,Amb_Dashboard_2019.11.01_07.35
1813,2019-11-01 07:30:00,WCHP,26,9,1,0,9,0,,2,20,0,Amb_Dashboard_2019.11.01_07.35
1814,2019-11-01 07:35:00,WCHP,26,9,1,0,9,0,,3,22,0,Amb_Dashboard_2019.11.01_07.40
1815,2019-11-01 07:40:00,WCHP,26,8,0,0,8,0,,3,22,0,Amb_Dashboard_2019.11.01_07.45
1816,2019-11-01 07:45:00,WCHP,26,9,0,1,8,0,,3,22,0,Amb_Dashboard_2019.11.01_07.55
1817,2019-11-01 07:50:00,WCHP,26,9,0,1,8,0,,3,22,0,Amb_Dashboard_2019.11.01_07.55
1818,2019-11-01 07:55:00,WCHP,26,9,0,1,8,0,,2,21,0,Amb_Dashboard_2019.11.01_08.00
1819,2019-11-01 08:00:00,WCHP,26,9,0,2,7,0,,2,21,0,Amb_Dashboard_2019.11.01_08.10
1820,2019-11-01 08:05:00,WCHP,26,9,0,2,7,0,,2,21,0,Amb_Dashboard_2019.11.01_08.10
1821,2019-11-01 08:10:00,WCHP,26,9,0,2,7,0,,2,21,0,Amb_Dashboard_2019.11.01_08.15
1822,2019-11-01 08:15:00,WCHP,26,10,0,3,7,0,,2,21,0,Amb_Dashboard_2019.11.01_08.25
1823,2019-11-01 08:20:00,WCHP,26,10,0,3,7,0,,2,21,0,Amb_Dashboard_2019.11.01_08.30
1824,2019-11-01 08:25:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_08.45
1825,2019-11-01 08:30:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_08.45
1826,2019-11-01 08:35:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_08.45
1827,2019-11-01 08:40:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_08.45
1828,2019-11-01 08:45:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_08.55
1829,2019-11-01 08:50:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_08.55
1830,2019-11-01 08:55:00,WCHP,26,8,0,2,6,0,,2,21,0,Amb_Dashboard_2019.11.01_09.00
1831,2019-11-01 09:00:00,WCHP,26,10,0,3,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.10
1832,2019-11-01 09:05:00,WCHP,26,10,0,3,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.10
1833,2019-11-01 09:10:00,WCHP,26,11,0,4,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.15
1834,2019-11-01 09:15:00,WCHP,26,11,0,4,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.25
1835,2019-11-01 09:20:00,WCHP,26,11,0,4,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.30
1836,2019-11-01 09:25:00,WCHP,26,11,0,4,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.30
1837,2019-11-01 09:30:00,WCHP,26,12,0,5,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.35
1838,2019-11-01 09:35:00,WCHP,26,14,0,7,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.40
1839,2019-11-01 09:40:00,WCHP,26,15,0,8,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.45
1840,2019-11-01 09:45:00,WCHP,26,15,0,8,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.55
1841,2019-11-01 09:50:00,WCHP,26,15,0,8,7,0,,1,28,0,Amb_Dashboard_2019.11.01_09.55
1842,2019-11-01 09:55:00,WCHP,26,15,0,8,7,0,,1,28,0,Amb_Dashboard_2019.11.01_10.00
1843,2019-11-01 10:00:00,WCHP,26,16,0,8,8,0,,1,28,0,Amb_Dashboard_2019.11.01_10.10
1844,2019-11-01 10:05:00,WCHP,26,16,0,8,8,0,,1,28,0,Amb_Dashboard_2019.11.01_10.10
1845,2019-11-01 10:10:00,WCHP,26,17,0,9,8,0,,1,28,0,Amb_Dashboard_2019.11.01_10.15
1846,2019-11-01 10:15:00,WCHP,26,16,1,9,7,0,,1,28,0,Amb_Dashboard_2019.11.01_10.25
1847,2019-11-01 10:20:00,WCHP,26,16,1,9,7,0,,1,28,0,Amb_Dashboard_2019.11.01_10.25
1848,2019-11-01 10:25:00,WCHP,26,15,1,5,10,0,,1,28,0,Amb_Dashboard_2019.11.01_10.40
1849,2019-11-01 10:30:00,WCHP,26,15,1,5,10,0,,1,28,0,Amb_Dashboard_2019.11.01_10.40
1850,2019-11-01 10:35:00,WCHP,26,15,1,5,10,0,,1,28,0,Amb_Dashboard_2019.11.01_10.40
1851,2019-11-01 10:40:00,WCHP,26,15,2,5,10,0,,0,0,0,Amb_Dashboard_2019.11.01_10.45
1852,2019-11-01 10:45:00,WCHP,26,15,2,6,9,0,,0,0,0,Amb_Dashboard_2019.11.01_10.55
1853,2019-11-01 10:50:00,WCHP,26,15,2,6,9,0,,0,0,0,Amb_Dashboard_2019.11.01_10.55
1854,2019-11-01 10:55:00,WCHP,26,14,3,7,7,0,,0,0,0,Amb_Dashboard_2019.11.01_11.00
1855,2019-11-01 11:00:00,WCHP,26,15,3,7,8,0,,0,0,1,Amb_Dashboard_2019.11.01_11.10
1856,2019-11-01 11:05:00,WCHP,26,15,3,7,8,0,,0,0,1,Amb_Dashboard_2019.11.01_11.10
