,DTM1,HOSP_SHORT,BURN_CAP,BURN_OCC,CCU_CAP,CCU_OCC,ICU_CAP,ICU_OCC,MH_CAP,MH_OCC,NEO_CAP,NEO_OCC,OBST_CAP,OBST_OCC,PAED_CAP,PAED_OCC,File_Name
176,2019-11-01 22:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_23.25
177,2019-11-01 23:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_23.45
178,2019-11-01 02:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_02.45
179,2019-11-01 02:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_03.25
180,2019-11-01 03:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_03.55
181,2019-11-01 03:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_04.15
182,2019-11-01 04:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_04.55
183,2019-11-01 04:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_05.30
184,2019-11-01 05:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_05.45
185,2019-11-01 05:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_06.15
186,2019-11-01 06:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_06.55
187,2019-11-01 06:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_07.25
188,2019-11-01 07:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_07.45
189,2019-11-01 07:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_08.25
190,2019-11-01 08:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_08.55
191,2019-11-01 08:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_09.25
192,2019-11-01 09:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_09.45
193,2019-11-01 09:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_10.25
194,2019-10-31 23:00:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.00
195,2019-10-31 23:30:00,NHS,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.15
196,2019-11-01 00:00:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.45
197,2019-11-01 00:30:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_01.25
198,2019-11-01 10:00:00,RAH,15.0,7.0,0.0,0.0,48.0,41.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_10.55
199,2019-11-01 10:30:00,RAH,15.0,7.0,0.0,0.0,48.0,41.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_11.15
200,2019-11-01 11:00:00,RAH,15.0,7.0,0.0,0.0,48.0,40.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_11.55
201,2019-11-01 11:30:00,RAH,15.0,7.0,0.0,0.0,48.0,41.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_12.25
202,2019-11-01 12:00:00,RAH,15.0,7.0,0.0,0.0,48.0,41.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_12.45
203,2019-11-01 12:30:00,RAH,15.0,8.0,0.0,0.0,48.0,40.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_13.15
204,2019-11-01 13:00:00,RAH,15.0,8.0,0.0,0.0,48.0,39.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_13.55
205,2019-11-01 13:30:00,RAH,15.0,8.0,0.0,0.0,48.0,39.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_14.25
206,2019-11-01 14:00:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_14.45
207,2019-11-01 14:30:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_15.25
208,2019-11-01 15:00:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_15.55
209,2019-11-01 15:30:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_16.15
210,2019-11-01 16:00:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_16.45
211,2019-11-01 16:30:00,RAH,15.0,8.0,0.0,0.0,48.0,39.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_17.25
212,2019-11-01 17:00:00,RAH,15.0,8.0,0.0,0.0,48.0,39.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_17.55
213,2019-11-01 17:30:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_18.15
214,2019-11-01 18:00:00,RAH,15.0,8.0,0.0,0.0,48.0,38.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_18.55
215,2019-11-01 18:30:00,RAH,15.0,8.0,0.0,0.0,48.0,37.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_19.25
216,2019-11-01 19:00:00,RAH,15.0,8.0,0.0,0.0,48.0,37.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_19.45
217,2019-11-01 19:30:00,RAH,15.0,8.0,0.0,0.0,48.0,37.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_20.15
218,2019-11-01 01:00:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_01.55
219,2019-11-01 01:30:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_02.25
220,2019-11-01 20:00:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_20.55
221,2019-11-01 20:30:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_21.25
222,2019-11-01 21:00:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_21.45
223,2019-11-01 21:30:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_22.25
224,2019-11-01 22:00:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_22.55
225,2019-11-01 22:30:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_23.25
226,2019-11-01 23:00:00,RAH,15.0,8.0,0.0,0.0,48.0,36.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_23.45
227,2019-11-01 02:00:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_02.45
228,2019-11-01 02:30:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_03.25
229,2019-11-01 03:00:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_03.55
230,2019-11-01 03:30:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_04.15
231,2019-11-01 04:00:00,RAH,15.0,9.0,0.0,0.0,48.0,45.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_04.55
232,2019-11-01 04:30:00,RAH,15.0,9.0,0.0,0.0,48.0,45.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_05.30
233,2019-11-01 05:00:00,RAH,15.0,9.0,0.0,0.0,48.0,45.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_05.45
234,2019-11-01 05:30:00,RAH,15.0,9.0,0.0,0.0,48.0,45.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_06.15
235,2019-11-01 06:00:00,RAH,15.0,9.0,0.0,0.0,48.0,45.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_06.55
236,2019-11-01 06:30:00,RAH,15.0,9.0,0.0,0.0,48.0,45.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_07.25
237,2019-11-01 07:00:00,RAH,15.0,9.0,0.0,0.0,48.0,44.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_07.45
238,2019-11-01 07:30:00,RAH,15.0,9.0,0.0,0.0,48.0,42.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_08.25
239,2019-11-01 08:00:00,RAH,15.0,9.0,0.0,0.0,48.0,42.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_08.55
240,2019-11-01 08:30:00,RAH,15.0,9.0,0.0,0.0,48.0,42.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_09.25
241,2019-11-01 09:00:00,RAH,15.0,9.0,0.0,0.0,48.0,41.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_09.45
242,2019-11-01 09:30:00,RAH,15.0,9.0,0.0,0.0,48.0,41.0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_10.25
243,2019-10-31 23:00:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.00
244,2019-10-31 23:30:00,RAH,15.0,8.0,0.0,0.0,48.0,44.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.15
245,2019-11-01 00:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.45
246,2019-11-01 00:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_01.25
247,2019-11-01 10:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_10.55
248,2019-11-01 10:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_11.15
249,2019-11-01 11:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_11.55
250,2019-11-01 11:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_12.25
251,2019-11-01 12:00:00,TQEH,0.0,0.0,36.0,31.0,12.0,9.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_12.45
252,2019-11-01 12:30:00,TQEH,0.0,0.0,36.0,30.0,12.0,9.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_13.15
253,2019-11-01 13:00:00,TQEH,0.0,0.0,36.0,31.0,12.0,8.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_13.55
254,2019-11-01 13:30:00,TQEH,0.0,0.0,36.0,32.0,12.0,9.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_14.25
255,2019-11-01 14:00:00,TQEH,0.0,0.0,36.0,31.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_14.45
256,2019-11-01 14:30:00,TQEH,0.0,0.0,36.0,31.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_15.25
257,2019-11-01 15:00:00,TQEH,0.0,0.0,36.0,30.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_15.55
258,2019-11-01 15:30:00,TQEH,0.0,0.0,36.0,30.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_16.15
259,2019-11-01 16:00:00,TQEH,0.0,0.0,36.0,30.0,12.0,8.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_16.45
260,2019-11-01 16:30:00,TQEH,0.0,0.0,36.0,29.0,12.0,8.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_17.25
261,2019-11-01 17:00:00,TQEH,0.0,0.0,36.0,29.0,12.0,8.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_17.55
262,2019-11-01 17:30:00,TQEH,0.0,0.0,36.0,29.0,12.0,9.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_18.15
263,2019-11-01 18:00:00,TQEH,0.0,0.0,36.0,30.0,12.0,9.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_18.55
264,2019-11-01 18:30:00,TQEH,0.0,0.0,36.0,29.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_19.25
265,2019-11-01 19:00:00,TQEH,0.0,0.0,36.0,28.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_19.45
266,2019-11-01 19:30:00,TQEH,0.0,0.0,36.0,28.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_20.15
267,2019-11-01 01:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_01.55
268,2019-11-01 01:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_02.25
269,2019-11-01 20:00:00,TQEH,0.0,0.0,36.0,28.0,12.0,8.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_20.55
270,2019-11-01 20:30:00,TQEH,0.0,0.0,36.0,28.0,12.0,7.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_21.25
271,2019-11-01 21:00:00,TQEH,0.0,0.0,36.0,28.0,12.0,7.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_21.45
272,2019-11-01 21:30:00,TQEH,0.0,0.0,36.0,28.0,12.0,7.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_22.25
273,2019-11-01 22:00:00,TQEH,0.0,0.0,36.0,28.0,12.0,7.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_22.55
274,2019-11-01 22:30:00,TQEH,0.0,0.0,36.0,28.0,12.0,7.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_23.25
275,2019-11-01 23:00:00,TQEH,0.0,0.0,36.0,28.0,12.0,8.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_23.45
276,2019-11-01 02:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_02.45
277,2019-11-01 02:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_03.25
278,2019-11-01 03:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_03.55
279,2019-11-01 03:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_04.15
280,2019-11-01 04:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_04.55
281,2019-11-01 04:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_05.30
282,2019-11-01 05:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_05.45
283,2019-11-01 05:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_06.15
284,2019-11-01 06:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_06.55
285,2019-11-01 06:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_07.25
286,2019-11-01 07:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_07.45
287,2019-11-01 07:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_08.25
288,2019-11-01 08:00:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_08.55
289,2019-11-01 08:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_09.25
290,2019-11-01 09:00:00,TQEH,0.0,0.0,36.0,33.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_09.45
291,2019-11-01 09:30:00,TQEH,0.0,0.0,36.0,34.0,12.0,11.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_10.25
292,2019-10-31 23:00:00,TQEH,0.0,0.0,36.0,32.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.00
293,2019-10-31 23:30:00,TQEH,0.0,0.0,36.0,32.0,12.0,10.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Amb_Dashboard_2019.11.01_00.15
294,2019-11-01 00:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,89.0,89.0,Amb_Dashboard_2019.11.01_00.45
295,2019-11-01 00:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,89.0,92.0,Amb_Dashboard_2019.11.01_01.25
296,2019-11-01 10:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,89.0,96.0,Amb_Dashboard_2019.11.01_10.55
297,2019-11-01 10:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,89.0,95.0,Amb_Dashboard_2019.11.01_11.15
298,2019-11-01 11:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,93.0,Amb_Dashboard_2019.11.01_11.55
299,2019-11-01 11:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,92.0,Amb_Dashboard_2019.11.01_12.25
300,2019-11-01 12:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,89.0,Amb_Dashboard_2019.11.01_12.45
301,2019-11-01 12:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,87.0,Amb_Dashboard_2019.11.01_13.15
302,2019-11-01 13:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,87.0,Amb_Dashboard_2019.11.01_13.55
303,2019-11-01 13:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,87.0,Amb_Dashboard_2019.11.01_14.25
304,2019-11-01 14:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,86.0,Amb_Dashboard_2019.11.01_14.45
305,2019-11-01 14:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,84.0,Amb_Dashboard_2019.11.01_15.25
306,2019-11-01 15:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,83.0,Amb_Dashboard_2019.11.01_15.55
307,2019-11-01 15:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,83.0,Amb_Dashboard_2019.11.01_16.15
308,2019-11-01 16:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,85.0,Amb_Dashboard_2019.11.01_16.45
309,2019-11-01 16:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,89.0,Amb_Dashboard_2019.11.01_17.25
310,2019-11-01 17:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,88.0,Amb_Dashboard_2019.11.01_17.55
311,2019-11-01 17:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,88.0,Amb_Dashboard_2019.11.01_18.15
312,2019-11-01 18:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,87.0,Amb_Dashboard_2019.11.01_18.55
313,2019-11-01 18:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,88.0,Amb_Dashboard_2019.11.01_19.25
314,2019-11-01 19:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,89.0,Amb_Dashboard_2019.11.01_19.45
315,2019-11-01 19:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,89.0,Amb_Dashboard_2019.11.01_20.15
316,2019-11-01 01:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,89.0,93.0,Amb_Dashboard_2019.11.01_01.55
317,2019-11-01 01:30:00,WCHP,0.0,0.0,0.0,0.0,5.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,89.0,94.0,Amb_Dashboard_2019.11.01_02.25
318,2019-11-01 20:00:00,WCHP,0.0,0.0,0.0,0.0,5.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,89.0,89.0,Amb_Dashboard_2019.11.01_20.55
